order_id,product_id,origin_port,destination_port,carrier,transportation_mode,tpt,weight,unit_quantity,estimated_distance_km,carbon_footprint_kg
1447392400.0,1699795,PORT04,PORT09,V44_3,Sea,0,14.3313465,6652,0,0.0
1447392400.0,1699795,PORT04,PORT09,V44_3,Sea,0,10.748509,5125,0,0.0
1447320800.0,1699797,PORT04,PORT09,V44_3,Sea,0,8.19993,5966,0,0.0
1447379300.0,1699797,PORT04,PORT09,V44_3,Sea,0,5.4666204,4060,0,0.0
1447400000.0,1699797,PORT04,PORT09,V44_3,Sea,4,17.39986,11655,1400,0.3653970680236816
1447355100.0,1699797,PORT04,PORT09,V44_3,Sea,0,8.19993,6010,0,0.0
1447379300.0,1699797,PORT04,PORT09,V44_3,Sea,0,11.933241,7920,0,0.0
1447182500.0,1699371,PORT04,PORT09,V44_3,Sea,4,5.897707,6005,1400,0.12385184669494628
1447182500.0,1699371,PORT04,PORT09,V44_3,Sea,4,1.9659022,2249,1400,0.04128394639492035
1447320800.0,1699836,PORT04,PORT09,V44_3,Sea,0,118.74,12243,0,0.0
1447406000.0,1699836,PORT04,PORT09,V44_3,Sea,0,33.86,3864,0,0.0
1447320800.0,1699329,PORT04,PORT09,V44_3,Sea,0,45.193283,8665,0,0.0
1447306600.0,1699329,PORT04,PORT09,V44_3,Sea,4,3.1566632,858,1400,0.06628992676734924
1447306600.0,1699329,PORT04,PORT09,V44_3,Sea,4,13.626653,2677,1400,0.286159707069397
1447406000.0,1699329,PORT04,PORT09,V44_3,Sea,0,3.1566632,854,0,0.0
1447182500.0,1699327,PORT04,PORT09,V44_3,Sea,4,2.6974776,926,1400,0.05664702916145324
1447406000.0,1699623,PORT04,PORT09,V44_3,Sea,0,39.180653,10531,0,0.0
1447326000.0,1699625,PORT04,PORT09,V44_3,Sea,0,46.291096,12240,0,0.0
1447182500.0,1699625,PORT04,PORT09,V44_3,Sea,4,2.114555,840,1400,0.04440565252304077
1447392900.0,1699625,PORT04,PORT09,V44_3,Sea,4,34.718323,9288,1400,0.7290847778320312
1447326000.0,1699625,PORT04,PORT09,V44_3,Sea,4,2.114555,844,1400,0.04440565252304077
1447326000.0,1699625,PORT04,PORT09,V44_3,Sea,4,56.978424,15926,1400,1.196546905517578
1447269600.0,1699248,PORT04,PORT09,V44_3,Sea,4,3.9870057,1445,1400,0.08372711992263793
1447182500.0,1699248,PORT04,PORT09,V44_3,Sea,4,9.967514,3291,1400,0.20931779479980467
1447406100.0,1699248,PORT04,PORT09,V44_3,Sea,0,9.967514,3250,0,0.0
1447243000.0,1699416,PORT04,PORT09,V44_3,Sea,4,12.791975,4500,1400,0.2686314754486084
1447340200.0,1699416,PORT04,PORT09,V44_3,Sea,0,15.762257,5049,0,0.0
1447252500.0,1699416,PORT04,PORT09,V44_3,Sea,4,7.8811283,2682,1400,0.16550369453430175
1447340200.0,1699416,PORT04,PORT09,V44_3,Sea,4,15.762257,5088,1400,0.3310073890686035
1447182500.0,1699418,PORT04,PORT09,V44_3,Sea,4,48.303364,14093,1400,1.0143706398010253
1447406000.0,1699418,PORT04,PORT09,V44_3,Sea,0,1.9262333,890,0,0.0
1447406000.0,1699419,PORT04,PORT09,V44_3,Sea,0,13.1548605,5092,0,0.0
1447365100.0,1699419,PORT04,PORT09,V44_3,Sea,4,7.0774302,2708,1400,0.14862603521347045
1447406000.0,1699419,PORT04,PORT09,V44_3,Sea,0,23.23229,7494,0,0.0
1447317000.0,1699419,PORT04,PORT09,V44_3,Sea,4,7.0774302,2704,1400,0.14862603521347045
1447340200.0,1699419,PORT04,PORT09,V44_3,Sea,4,29.309721,9853,1400,0.6155041408538818
1447331100.0,1699419,PORT04,PORT09,V44_3,Sea,4,39.15651,12895,1400,0.8222866973876952
1447182500.0,1699419,PORT04,PORT09,V44_3,Sea,4,15.1548605,5075,1400,0.31825207042694087
1447325800.0,1699419,PORT04,PORT09,V44_3,Sea,4,1.7693576,897,1400,0.03715650880336761
1447325800.0,1699419,PORT04,PORT09,V44_3,Sea,4,7.0774302,2700,1400,0.14862603521347045
1447320800.0,1699417,PORT04,PORT09,V44_3,Sea,0,22.5885,10274,0,0.0
1447400000.0,1699417,PORT04,PORT09,V44_3,Sea,4,21.5885,10333,1400,0.4533584804534912
1447406000.0,1699417,PORT04,PORT09,V44_3,Sea,0,16.51195,7282,0,0.0
1447320800.0,1699417,PORT04,PORT09,V44_3,Sea,0,9.435399,4314,0,0.0
1447182500.0,1699417,PORT04,PORT09,V44_3,Sea,4,12.79425,5323,1400,0.2686792402267456
1447320800.0,1699417,PORT04,PORT09,V44_3,Sea,0,7.0765495,3318,0,0.0
1447327200.0,1699378,PORT04,PORT09,V44_3,Sea,0,5.338982,3324,0,0.0
1447386200.0,1699378,PORT04,PORT09,V44_3,Sea,0,23.355928,12256,0,0.0
1447306600.0,1699553,PORT04,PORT09,V44_3,Sea,4,1.7408589,678,1400,0.03655803716182708
1447392900.0,1699553,PORT04,PORT09,V44_3,Sea,4,1.7408589,703,1400,0.03655803716182708
1447182500.0,1699553,PORT04,PORT09,V44_3,Sea,4,1.7408589,680,1400,0.03655803716182708
1447254100.0,1699557,PORT04,PORT09,V44_3,Sea,4,3.0459392,1141,1400,0.06396472334861755
1447392800.0,1699557,PORT04,PORT09,V44_3,Sea,4,4.5689087,1530,1400,0.09594708251953124
1447316600.0,1699557,PORT04,PORT09,V44_3,Sea,4,3.0459392,1107,1400,0.06396472334861755
1447182500.0,1699557,PORT04,PORT09,V44_3,Sea,4,3.0459392,1089,1400,0.06396472334861755
1447392900.0,1699557,PORT04,PORT09,V44_3,Sea,4,3.0459392,1081,1400,0.06396472334861755
1447182500.0,1699555,PORT04,PORT09,V44_3,Sea,4,2.9109807,1144,1400,0.06113059473037719
1447241600.0,1699555,PORT04,PORT09,V44_3,Sea,4,2.9109807,1094,1400,0.06113059473037719
1447392900.0,1699555,PORT04,PORT09,V44_3,Sea,4,2.9109807,1137,1400,0.06113059473037719
1447392900.0,1699555,PORT04,PORT09,V44_3,Sea,4,2.9109807,1145,1400,0.06113059473037719
1447182500.0,1699555,PORT04,PORT09,V44_3,Sea,4,1.4554904,674,1400,0.030565297365188596
1447406000.0,1699555,PORT04,PORT09,V44_3,Sea,0,1.4554904,660,0,0.0
1447182500.0,1699555,PORT04,PORT09,V44_3,Sea,4,5.8219614,1949,1400,0.12226118946075439
1447344900.0,1699310,PORT04,PORT09,V44_3,Sea,0,6.5666666,1164,0,0.0
1447412900.0,1699310,PORT04,PORT09,V44_3,Sea,0,6.56,1176,0,0.0
1447182500.0,1699311,PORT04,PORT09,V44_3,Sea,4,41.2,5666,1400,0.8652000160217285
1447182500.0,1699311,PORT04,PORT09,V44_3,Sea,4,20.58,2971,1400,0.4321799983978271
1447313200.0,1699310,PORT04,PORT09,V44_3,Sea,0,6.48,1198,0,0.0
1447406000.0,1699265,PORT04,PORT09,V44_3,Sea,0,4.6437926,1279,0,0.0
1447344900.0,1699526,PORT04,PORT09,V44_3,Sea,0,6.44,1905,0,0.0
1447182500.0,1699525,PORT04,PORT09,V44_3,Sea,4,25.6,6697,1400,0.5376000080108642
1447313200.0,1699526,PORT04,PORT09,V44_3,Sea,0,6.4,1882,0,0.0
1447182500.0,1699525,PORT04,PORT09,V44_3,Sea,4,6.38,1895,1400,0.13398000240325927
1447313200.0,1699700,PORT04,PORT09,V44_3,Sea,0,3.94,5250,0,0.0
1447306600.0,1699022,PORT04,PORT09,V44_3,Sea,4,35.52,10278,1400,0.7459200096130371
1447306600.0,1699674,PORT04,PORT09,V44_3,Sea,4,21.50245,7449,1400,0.45155146980285643
1447343400.0,1699674,PORT04,PORT09,V44_3,Sea,4,8.438419,3000,1400,0.1772068061828613
1447306500.0,1699345,PORT04,PORT09,V44_3,Sea,4,2.9850137,1323,1400,0.06268528819084167
1447306500.0,1699345,PORT04,PORT09,V44_3,Sea,4,2.9850137,1271,1400,0.06268528819084167
1447350100.0,1699345,PORT04,PORT09,V44_3,Sea,4,2.9850137,1327,1400,0.06268528819084167
1447398000.0,1699345,PORT04,PORT09,V44_3,Sea,4,5.9700274,2278,1400,0.12537057638168334
1447231100.0,1699540,PORT04,PORT09,V44_3,Sea,4,8.615248,5120,1400,0.18092020225524902
1447306500.0,1699540,PORT04,PORT09,V44_3,Sea,4,8.615248,5033,1400,0.18092020225524902
1447355100.0,1699540,PORT04,PORT09,V44_3,Sea,4,2.8717492,1846,1400,0.06030673241615295
1447240800.0,1699540,PORT04,PORT09,V44_3,Sea,4,18.230495,9888,1400,0.382840404510498
1447364900.0,1699540,PORT04,PORT09,V44_3,Sea,0,5.7434983,3462,0,0.0
1447240800.0,1699540,PORT04,PORT09,V44_3,Sea,4,8.615248,5123,1400,0.18092020225524902
1447306500.0,1699368,PORT04,PORT09,V44_3,Sea,4,1.9305221,1873,1400,0.04054096376895904
1447372000.0,1699368,PORT04,PORT09,V44_3,Sea,4,1.9305221,1932,1400,0.04054096376895904
1447298000.0,1699368,PORT04,PORT09,V44_3,Sea,0,5.7915664,5128,0,0.0
1447182500.0,1699368,PORT04,PORT09,V44_3,Sea,4,5.7915664,5066,1400,0.1216228938102722
1447320800.0,1699368,PORT04,PORT09,V44_3,Sea,0,1.9305221,1870,0,0.0
1447406000.0,1699368,PORT04,PORT09,V44_3,Sea,0,15.444177,13048,0,0.0
1447182500.0,1699368,PORT04,PORT09,V44_3,Sea,4,1.9305221,1912,1400,0.04054096376895904
1447182500.0,1699372,PORT04,PORT09,V44_3,Sea,4,0.7897633,1128,1400,0.01658502870798111
1447387600.0,1699372,PORT04,PORT09,V44_3,Sea,0,1.5795265,1930,0,0.0
1447182500.0,1699220,PORT04,PORT09,V44_3,Sea,4,0.07512136,1931,1400,0.0015775485187768934
1447406000.0,1699575,PORT04,PORT09,V44_3,Sea,0,107.523636,41852,0,0.0
1447320700.0,1699575,PORT04,PORT09,V44_3,Sea,0,67.57727,26302,0,0.0
1447286400.0,1699575,PORT04,PORT09,V44_3,Sea,4,63.04,26242,1400,1.3238400192260742
